name,phi,psi,theta,energy,ani2_energy,ani1x_energy,cnn_energy,BAND_energy,bobrfr_energy,bobkrr_energy,bobbrr_energy,ecfprfr_energy,fchl_energy,mmff_energy,gaff_energy
ala-ala,0.0,0.0,,-357297.61172526807,-357303.4218942873,-358242.88791033305,-358221.93260035204,-2313.699462890625,-285146.07226022304,-358262.8753836604,-358118.7705364648,-286973.00024941954,-358219.08795779856,58.265358056755574,154.2285269927797
ala-ala,0.0,100.0,,-357179.39085800183,-357195.90129415627,-358134.79627469747,-358134.9877761333,-2303.798828125,-285145.79200386984,-358268.4953305529,-358125.57816129905,-286973.00024941954,-357982.1883428575,140.13088735235922,4543.74098709226
ala-ala,0.0,120.0,,-357303.88006972277,-357310.0230943036,-358250.45659183856,-358224.5334762065,-2301.86181640625,-285145.8754886397,-358260.106702551,-358122.94808947516,-286973.0002494195,-358208.316043831,55.710766936288024,47.87034391014975
ala-ala,0.0,140.0,,-357206.0159413795,-357218.40571577253,-358166.237869235,-358147.05850825,-2295.194091796875,-285144.7741752579,-358259.83590860263,-358112.6220765776,-286973.00024941954,-358201.9214635455,130.3438449954271,3676.1169404709112
ala-ala,0.0,160.0,,-357277.390898506,-357286.0852831644,-358225.24642329756,-358180.14881739306,-2289.23681640625,-285146.403253804,-358272.0189432995,-358122.29851010436,-286973.0002494195,-358233.0731082216,80.71837694956865,347.14541116317764
ala-ala,0.0,180.0,,-357297.902425583,-357302.54400300793,-358241.0169167727,-358222.50208887743,-2310.839111328125,-285146.5333260628,-358253.2506785308,-358120.62314834003,-286973.00024941954,-358211.78027780436,58.948424923801795,123.2199010494516
ala-ala,0.0,20.0,,-357283.82378204266,-357292.2846599766,-358229.96281045175,-358195.98951563524,-2292.915771484375,-285144.45019670547,-358251.9125674402,-358120.4789241017,-286973.0002494194,-358227.91864453146,69.9312979525034,217.01776396255505
ala-ala,0.0,40.0,,-357195.86543215864,-357208.9745490541,-358161.8310787636,-358141.0338958233,-2293.40234375,-285146.403253804,-358268.53333147167,-358116.7920417576,-286973.0002494195,-358190.24052674056,142.22343712082332,4748.398267155752
ala-ala,0.0,60.0,,-357300.1298554118,-357305.5763385111,-358245.2831744421,-358217.41720423393,-2298.7509765625,-285145.9583200277,-358264.5653772739,-358123.4161490629,-286973.00024941954,-358197.29490662675,63.16627642432503,66.6951264914842
ala-ala,0.0,80.0,,-357212.0970842943,-357221.01868805883,-358164.5767503353,-358168.59994349175,-2311.0361328125,-285146.8557803632,-358253.8185977727,-358123.179829454,-286973.0002494195,-358113.72621573246,107.70290125974199,3236.7515460594554
ala-ala,100.0,-100.0,,-357307.0714332067,-357311.48680289154,-358251.83401293453,-358227.48783716845,-2309.81396484375,-285147.33177374356,-358253.60106495454,-358119.65391257894,-286973.00024941954,-358222.55039995944,47.7472835505644,35.061369431086014
ala-ala,100.0,-120.0,,-356966.54036027525,-356913.1588993379,-357813.1746435512,-358034.54776281404,-2291.958984375,-285141.325781535,-358215.4520324201,-358121.77054430457,-286973.00024941954,-341296.05853862636,583.9517631640957,7265.782679355951
ala-ala,100.0,-140.0,,-357307.23321223777,-357312.38792542,-358252.67745753843,-358227.89834437065,-2312.191162109375,-285144.8697380789,-358246.59243881976,-358110.1039212354,-286973.00024941954,-358211.6644095995,47.32860238908689,40.776179677245494
ala-ala,100.0,-160.0,,-357286.96927611093,-357294.7930380168,-358233.26638441405,-358201.5628951519,-2297.86279296875,-285145.2476031033,-358256.5744124292,-358121.6705536478,-286973.00024941954,-358211.81493003253,69.36255695499088,129.81378962057613
ala-ala,100.0,-180.0,,-357259.6350098884,-357269.983378894,-358211.7573220841,-358163.26730189007,-2291.9462890625,-285143.8774822316,-358258.9274771914,-358122.9771074469,-286973.0002494195,-358248.49129255145,87.3554835864197,819.4243931195787
ala-ala,100.0,-20.0,,-357242.44741009484,-357248.73058629065,-358183.58978160226,-358160.64369043993,-2308.556640625,-285147.0848741185,-358259.1285529188,-358126.3655948169,-286973.0002494195,-358172.82639301184,91.89212767721949,1297.639316183196
ala-ala,100.0,-40.0,,-357305.81204894517,-357311.6154840541,-358251.85319105565,-358223.5574630229,-2300.818115234375,-285144.58071949414,-358254.33684652246,-358124.13215451577,-286973.00024941954,-358211.4388551188,52.136872241689865,18.743477304921417
ala-ala,100.0,-60.0,,-357250.04258794326,-357262.5604492132,-358203.1282522456,-358155.86608729046,-2291.2177734375,-285144.9685952839,-358269.76851093984,-358130.84054237057,-286973.00024941954,-358232.6504192991,95.3216967351524,925.7098109842624
ala-ala,100.0,-80.0,,-357295.93316376983,-357302.7859679856,-358241.64866334514,-358212.75717005425,-2302.046630859375,-285144.10179745505,-358244.9733603065,-358114.8140934008,-286973.00024941954,-358221.4280088357,58.93823338655272,101.08792606512192
ala-ala,100.0,0.0,,-357266.0060707909,-357274.3681536018,-358214.02457620867,-358187.94534144097,-2303.10205078125,-285145.8668066573,-358257.8562701913,-358118.83234957187,-286973.00024941954,-358210.21738365904,65.23896936634584,782.7005975419535
ala-ala,100.0,100.0,,-356969.9649949901,-356925.31566000654,-357829.7654855993,-358036.1752515762,-2291.25146484375,-285141.12116519234,-358213.8817267395,-358120.5133106467,-286973.0002494195,-338984.550406277,593.0995370423673,6886.795657593746
ala-ala,100.0,120.0,,-357308.4334087434,-357312.71476699284,-358253.61730703205,-358227.3600905864,-2308.7666015625,-285147.0612209396,-358256.1324647368,-358121.64239022235,-286973.00024941954,-358217.7349277937,47.38495870844249,23.476355097845893
ala-ala,100.0,140.0,,-357291.9522630374,-357299.2084955066,-358238.3838664031,-358204.4404433696,-2297.525146484375,-285143.84037998435,-358247.71391475166,-358117.07743602584,-286973.00024941954,-358227.00885844923,62.37073908853692,149.14714741467864
ala-ala,100.0,160.0,,-357257.1489489061,-357268.5733325331,-358208.41945939907,-358159.03285822563,-2290.998046875,-285144.9685952839,-358269.034225471,-358129.75654496596,-286973.00024941954,-358236.8702090637,90.71257356228405,721.6800055971025
ala-ala,100.0,180.0,,-357307.29087289056,-357312.8497619072,-358253.1634092474,-358226.06291041063,-2301.880615234375,-285144.58071949414,-358255.1830402086,-358123.4450145068,-286973.00024941954,-358209.8715813766,50.37406262853678,16.61811105311842
ala-ala,100.0,20.0,,-357307.8852351195,-357312.9711407542,-358253.0176798385,-358226.31796106976,-2301.04833984375,-285143.3719273759,-358249.1474769687,-358123.67450449674,-286973.0002494195,-358207.9219444288,48.793480166532476,15.10962809241367
ala-ala,100.0,40.0,,-357252.0160743239,-357263.39785600733,-358205.8845063813,-358160.8579848735,-2291.80908203125,-285144.968595284,-358260.12974247814,-358124.3654540025,-286973.0002494195,-358242.8215349075,92.57250019091292,1023.4398950894208
ala-ala,100.0,60.0,,-357290.7438364481,-357298.1206743121,-358237.166780384,-358209.1881392925,-2300.756103515625,-285145.2476031033,-358256.3871008142,-358123.4583882627,-286973.00024941954,-358207.17327303137,66.5780043652381,91.0743030167375
ala-ala,100.0,80.0,,-357304.8897163277,-357310.02743092773,-358250.52958277636,-358227.85421595257,-2316.160888671875,-285146.78618101636,-358247.10410473327,-358112.6087727298,-286973.0002494195,-358211.7897885538,48.4172913991829,63.23649356424193
ala-ala,120.0,-100.0,,-357303.3627698642,-357310.10293481906,-358250.8266519662,-358225.5333236187,-2304.743408203125,-285146.32042241585,-358256.16687501746,-358125.21947145346,-286973.00024941954,-358218.6999327923,50.739379758157035,6.706137906680155
ala-ala,120.0,-120.0,,-357304.979890504,-357311.1999421959,-358252.17859262344,-358232.1143630473,-2318.54443359375,-285146.6330698477,-358266.05220062117,-358117.00522313954,-286973.00024941954,-358225.3628711898,46.8075957000233,40.54946080951579
ala-ala,120.0,-140.0,,-357241.8030227278,-357248.4690598738,-358172.83117356716,-358177.8459762065,-2307.9599609375,-285146.99388345063,-358251.1974320407,-358127.0436399038,-286973.00024941954,-357582.6437181476,93.37668587518341,1212.3326263048516
ala-ala,120.0,-160.0,,-357308.2064336827,-357312.12740155606,-358253.37909999356,-358224.34115442925,-2304.769287109375,-285146.7117485414,-358260.949604819,-358130.907542628,-286973.00024941954,-358204.8200048935,49.82396060053274,9.248206450759248
ala-ala,120.0,-180.0,,-357297.3075376301,-357304.6614973285,-358245.14766526053,-358215.44943079643,-2302.513671875,-285146.3974995358,-358259.9882114974,-358115.3529539373,-286973.0002494194,-358219.86091275513,57.254150851449204,89.76496130961151
ala-ala,120.0,-20.0,,-357254.0265679161,-357256.5055426059,-358194.308415738,-358177.2551101177,-2296.0234375,-285146.5040009891,-358266.38044477726,-358130.03154318244,-286973.0002494195,-358040.1164222875,97.13271889011752,577.1437252694657
ala-ala,120.0,-40.0,,-357298.88728805847,-357303.2393923545,-358244.5347601869,-358219.34087977104,-2314.8232421875,-285146.88916952716,-358251.14536778984,-358126.53655437473,-286973.0002494195,-358218.6180879864,48.604654300249464,127.39149987454664
ala-ala,120.0,-60.0,,-357307.4161328824,-357312.74177530187,-358253.5395940311,-358223.9718001812,-2301.588134765625,-285145.79826279375,-358266.23113408097,-358124.9228598714,-286973.0002494195,-358203.30324319936,51.11834712055843,13.013345977842569
ala-ala,120.0,-80.0,,-357278.0033418838,-357289.3689750012,-358230.7255311551,-358179.73600611376,-2293.8359375,-285145.8224935009,-358252.17438479344,-358111.10895802884,-286973.0002494194,-358243.53532264876,70.0203959873935,318.96136643601983
ala-ala,120.0,0.0,,-357311.05669619626,-357318.07696083677,-358259.57036975364,-358233.68194422405,-2308.55126953125,-285146.65022362233,-358258.4439379422,-358114.0012024367,-286973.0002494195,-358220.20278894616,43.9526937447163,-5.313426082840351
ala-ala,120.0,100.0,,-357308.08289481094,-357314.5141489453,-358255.55586817075,-358231.6968825786,-2317.86572265625,-285147.8586674603,-358265.67548285227,-358115.99653911975,-286973.00024941954,-358225.45273532125,44.08703852881835,22.755289523868047
ala-ala,120.0,120.0,,-357301.4660204057,-357308.13775393146,-358249.1573138718,-358223.22616419476,-2304.65771484375,-285146.28088715445,-358253.5708437514,-358123.4106597392,-286973.0002494195,-358216.8393815366,52.1731384385333,13.592214414094222
ala-ala,120.0,140.0,,-357280.4244384054,-357291.3670116459,-358232.54773318156,-358184.0057204692,-2293.14599609375,-285145.85576983856,-358253.7500764311,-358112.4386942629,-286973.00024941954,-358242.439075858,68.636811010348,289.7989428102628
ala-ala,120.0,160.0,,-357307.9542801995,-357313.0159245592,-358253.70607246546,-358224.06606898,-2301.7197265625,-285145.79826279375,-358266.3191047117,-358125.6801266374,-286973.00024941954,-358202.8867595824,50.58218681756286,11.189584186717065
ala-ala,120.0,180.0,,-357294.51841556124,-357299.4331885961,-358240.7052699666,-358215.27917322796,-2310.28955078125,-285146.88916952716,-358251.49425811437,-358124.4976427869,-286973.0002494195,-358221.6847113999,49.34712194388568,206.73724330070613
ala-ala,120.0,20.0,,-357285.23756642395,-357294.24120492017,-358234.1717301208,-358194.35269007366,-2296.09814453125,-285145.0120679382,-358245.54516940616,-358111.7510412111,-286973.0002494195,-358227.64859863225,64.2188173776709,160.97862193226175
ala-ala,120.0,40.0,,-357299.86635505315,-357306.8495620472,-358247.268479329,-358218.8121169536,-2302.77001953125,-285146.3004572295,-358261.0585208379,-358117.38089820417,-286973.0002494195,-358217.86851776077,55.44671343266947,65.47875780406318
ala-ala,120.0,60.0,,-357307.7631419886,-357311.6412613213,-358252.9817173549,-358223.04049524956,-2305.8701171875,-285146.7117485414,-358261.14649146865,-358131.9562766012,-286973.0002494195,-358205.18188206025,49.98626972486251,10.59133602860824
ala-ala,120.0,80.0,,-357219.6921745221,-357218.8426213336,-358139.3103892449,-358167.33068689995,-2302.5009765625,-285144.0602551862,-358246.7109298733,-358125.45138900605,-286973.0002494195,-355975.90489639493,127.59357063975916,1401.9585484636616
ala-ala,140.0,-100.0,,-357299.95725522906,-357307.665351003,-358247.1366636422,-358231.99525293993,-2308.96923828125,-285147.9939784568,-358261.1746181329,-358126.3875629381,-286973.0002494195,-358215.6717088676,52.66000872847249,94.17215683246737
ala-ala,140.0,-120.0,,-357302.1759167333,-357310.18022931647,-358248.89522535034,-358231.28573450726,-2310.2880859375,-285146.4234445143,-358261.5656984538,-358111.30853817536,-286973.0002494195,-358221.64709268784,44.99725236682854,93.90699098533804
ala-ala,140.0,-140.0,,-357304.9306476931,-357311.3644075026,-358251.14952886663,-358231.6259444683,-2316.043212890625,-285143.75217886904,-358256.9427520429,-358118.51557952975,-286973.0002494195,-358232.69252630894,43.52734517886874,87.87365740032324
ala-ala,140.0,-160.0,,-357301.81670957955,-357306.5041615881,-358246.3649008894,-358224.33334192925,-2307.5830078125,-285147.64229961595,-358270.02763531473,-358127.88654573465,-286973.0002494195,-358203.1889084965,53.153792663912505,102.71337371758914
ala-ala,140.0,-180.0,,-357304.0653874184,-357309.1405679657,-358248.82952789596,-358229.8389876812,-2308.037109375,-285144.76129990246,-358263.90769208217,-358118.64470694447,-286973.0002494195,-358215.22092483944,48.63812690236886,98.76503491850607
ala-ala,140.0,-20.0,,-357303.95041659544,-357311.9161846429,-358250.54099053243,-358232.9576858013,-2315.320556640625,-285144.37808748084,-358261.16953139566,-358117.74452978617,-286973.0002494195,-358222.6602148063,41.7243600125279,92.01437716554231
ala-ala,140.0,-40.0,,-357304.16061855835,-357309.13060771907,-358248.9590713821,-358228.4844497173,-2310.6201171875,-285144.41426703817,-358255.46460607083,-358123.0569936097,-286973.00024941954,-358218.1309195279,47.3040925651729,91.28549712028551
ala-ala,140.0,-60.0,,-357301.9419320198,-357307.17767196614,-358246.42086434877,-358227.98275599175,-2307.232177734375,-285149.204233968,-358264.5462272047,-358120.34676801116,-286973.0002494195,-358207.89104179933,52.914431141665936,104.69485439842272
ala-ala,140.0,-80.0,,-357303.4061483494,-357309.1830202524,-358248.96274617576,-358229.80209192925,-2309.442626953125,-285144.82506587106,-358260.57228861016,-358117.0743636979,-286973.00024941954,-358215.218287965,49.046863408427235,95.00327142504223
ala-ala,140.0,0.0,,-357300.44405683945,-357308.29041242896,-358247.13597169635,-358231.3385299175,-2308.3486328125,-285149.9229030534,-358264.1835727677,-358127.12735479086,-286973.00024941954,-358222.39088656777,50.69762837469928,94.11129777484356
ala-ala,140.0,100.0,,-357301.7893156061,-357309.85054329113,-358248.6651252993,-358231.54687342327,-2310.250732421875,-285148.4174628204,-358259.504971468,-358110.92271549796,-286973.00024941954,-358222.2432262557,45.97349223489377,94.0600973778608
ala-ala,140.0,120.0,,-357299.9639206579,-357307.60296889715,-358247.1079385383,-358230.9456008403,-2308.4775390625,-285145.9999601507,-358256.66896589624,-358122.2546464794,-286973.0002494195,-358214.9927066006,52.6736188707281,94.16176136279782
ala-ala,140.0,140.0,,-357303.7131711416,-357309.3918963212,-358249.20488982514,-358227.486494395,-2309.153076171875,-285143.88287219283,-358261.5734781695,-358117.84517201374,-286973.0002494195,-358216.0527092205,48.76639178845339,95.37609905896092
ala-ala,140.0,160.0,,-357301.83689988306,-357306.97645260365,-358246.27246066247,-358224.24853357964,-2307.520263671875,-285149.14420137944,-358267.01538926177,-358123.9395109732,-286973.0002494195,-358206.76634691644,52.962961863443574,104.94161294777399
ala-ala,140.0,180.0,,-357304.6369494999,-357309.8136493443,-358249.57670786936,-358229.77331385296,-2311.28076171875,-285144.2088593057,-358256.2674128812,-358122.1306253453,-286973.00024941954,-358220.8393090097,46.20089290857463,89.9182742148422
ala-ala,140.0,20.0,,-357301.0906096885,-357307.65958748956,-358246.9830984139,-358229.45599207573,-2308.78466796875,-285144.1430089639,-358256.57531008875,-358115.9805108607,-286973.00024941954,-358211.4612381645,51.31612964900522,94.1464600186337
ala-ala,140.0,40.0,,-357303.83317389386,-357308.8839144222,-358248.53951842396,-358230.1565993755,-2307.61083984375,-285144.7612999025,-358264.4130743792,-358118.6035519537,-286973.0002494195,-358215.35364987445,49.075771501970976,99.66563383766004
ala-ala,140.0,60.0,,-357301.8916690541,-357306.6769550784,-358246.630206024,-358224.74575648,-2307.571533203125,-285146.42871774937,-358270.5814912245,-358131.38148753264,-286973.00024941954,-358202.75742999103,53.17020429080817,101.5267853287092
ala-ala,140.0,80.0,,-357304.691192947,-357311.45223113697,-358251.21439411596,-358233.3223861187,-2317.0,-285144.7001109584,-358256.97357168567,-358120.34339570574,-286973.00024941954,-358231.78305814747,43.26660824512126,88.25767301490517
ala-ala,160.0,-100.0,,-357307.96588367823,-357313.40343224036,-358254.2243960202,-358229.99337610893,-2309.911865234375,-285145.4001254484,-358260.0561343994,-358124.4670825486,-286973.00024941954,-358230.73271237995,43.90569076390503,20.309264668023545
ala-ala,160.0,-120.0,,-357303.55168000684,-357308.2567079993,-358246.84003393154,-358219.8278945415,-2304.181396484375,-285139.89587555185,-358241.4769765647,-358103.6601219836,-286973.00024941954,-358217.6792109573,48.02977626762353,26.10931777661642
ala-ala,160.0,-140.0,,-357309.4826473695,-357314.7454169166,-358255.75190391403,-358231.26159510296,-2310.230224609375,-285143.95569946105,-358250.70132555853,-358116.485813482,-286973.00024941954,-358233.6774948806,41.36756719793252,19.788955090784146
ala-ala,160.0,-160.0,,-357306.903195281,-357311.29964724806,-358251.6073258596,-358227.1553634136,-2308.164794921875,-285146.71804623253,-358267.9830661998,-358129.1832940722,-286973.0002494195,-358223.52683725936,50.13025047850429,33.373707175005514
ala-ala,160.0,-180.0,,-357312.53679689986,-357317.2838435658,-358257.8344365453,-358233.84548792534,-2311.24072265625,-285147.51252438565,-358250.9086849024,-358115.48981283884,-286973.00024941954,-358231.778388682,41.236554862670545,25.65062176039416
ala-ala,160.0,-20.0,,-357302.9386858705,-357307.1135552105,-358245.5984586393,-358214.73663172405,-2304.009521484375,-285140.21911088814,-358237.5790398077,-358096.27231289184,-286973.0002494195,-358212.435270018,49.44231341267602,26.77837509269449
ala-ala,160.0,-40.0,,-357307.75466781907,-357312.8326672144,-358253.3477754174,-358229.6534255473,-2308.447509765625,-285144.4941449023,-358260.0992220551,-358124.0282456694,-286973.00024941954,-358223.7367925687,46.18007512393425,24.15000258461507
ala-ala,160.0,-60.0,,-357309.04349262215,-357313.8101236547,-358253.9655895664,-358227.6196578472,-2309.72021484375,-285147.7106328997,-358266.3642869064,-358127.42025593726,-286973.00024941954,-358224.29453249247,47.69163551720765,33.32045813529902
ala-ala,160.0,-80.0,,-357311.83232679457,-357316.53262834315,-358257.4319952212,-358232.35272059136,-2312.262451171875,-285144.70011095825,-358251.53375513235,-358115.3663382127,-286973.00024941954,-358233.7304976995,40.677002352027735,21.324950274777226
ala-ala,160.0,0.0,,-357308.96992256097,-357314.27011357935,-358255.08943120507,-358232.896437022,-2309.605712890625,-285148.80196869915,-358262.64797658776,-358128.99835510843,-286973.00024941954,-358235.13031703635,42.47380214968064,20.392040563882087
ala-ala,160.0,100.0,,-357305.0855172095,-357309.78064437007,-358248.7965389095,-358225.42373499565,-2305.782470703125,-285141.97693547065,-358247.46316853206,-358111.30110659,-286973.00024941954,-358226.5007644725,45.659251372644384,24.81314694350144
ala-ala,160.0,120.0,,-357307.9172667293,-357313.2732309279,-358254.0975642137,-358231.51865992235,-2309.706787109375,-285143.9566412491,-358259.69347996236,-358124.95799154026,-286973.0002494195,-358230.4661414054,43.905513152775704,20.32037032587725
ala-ala,160.0,140.0,,-357312.2054343401,-357316.93188687693,-358257.8256750145,-358230.1299575298,-2312.1572265625,-285144.7001109584,-358251.1316036775,-358115.8195445932,-286973.00024941954,-358234.53288139444,40.500353051250435,21.754700030372792
ala-ala,160.0,160.0,,-357308.6558463058,-357313.4038798919,-358253.48026434885,-358226.8744643657,-2309.849609375,-285147.0464237267,-358267.94536450086,-358128.95649790583,-286973.00024941954,-358224.4798606072,48.09486252759818,33.84052545648105
ala-ala,160.0,180.0,,-357308.20322301134,-357313.29123024974,-358253.8144461485,-358230.4751723735,-2308.34814453125,-285144.4941449024,-358257.17404897336,-358120.9782815756,-286973.00024941954,-358225.65391156793,45.09054615469574,22.813651037167322
ala-ala,160.0,20.0,,-357309.1535942399,-357313.75771112146,-358254.3904349752,-358231.50240931206,-2310.738037109375,-285144.4941449023,-358255.5465923049,-358119.8254695671,-286973.0002494194,-358230.06532241404,42.598798110747296,20.39917713138157
ala-ala,160.0,40.0,,-357312.19311737875,-357316.952441543,-358257.5046495368,-358231.9126265972,-2310.750732421875,-285147.51252438565,-358252.7342250999,-358116.8659973562,-286973.00024941954,-358231.5968732822,41.92598834110346,26.78100740972566
ala-ala,160.0,60.0,,-357306.6370224922,-357311.0336676309,-358251.50981759664,-358224.96424708056,-2307.556396484375,-285147.14043425245,-358267.4902511358,-358130.54529627645,-286973.0002494195,-358222.63994266297,50.51441072782031,32.580687314157814
ala-ala,160.0,80.0,,-357309.36074199714,-357314.56124561664,-358255.51339765574,-358232.78607020073,-2309.965576171875,-285144.70011095825,-358250.26386616344,-358116.25121745886,-286973.00024941954,-358231.05488564644,41.04111764081111,20.041970653582286
ala-ala,180.0,-100.0,,-357314.11478865636,-357317.8284955858,-358259.1037738274,-358234.0122664897,-2309.4619140625,-285148.6234360049,-358239.6762716131,-358122.01704974816,-286973.00024941954,-358242.1751265635,35.090951876658465,-19.56774085299068
ala-ala,180.0,-120.0,,-357316.1959983797,-357321.6813856682,-358262.5681036447,-358236.2408736675,-2312.2890625,-285147.9810627682,-358234.79838990496,-358119.6302880907,-286973.00024941954,-358242.6754665387,29.65269002257705,-17.215829364836694
ala-ala,180.0,-140.0,,-357308.9025422735,-357314.13914752874,-358254.2563096855,-358230.9120009868,-2306.376708984375,-285148.29805643734,-358238.435706188,-358115.6677664006,-286973.00024941954,-358238.06573489134,39.128884707347005,-13.593502642968133
ala-ala,180.0,-160.0,,-357307.438651392,-357312.8386359015,-358253.25815907755,-358225.28976282757,-2305.2373046875,-285147.6730253536,-358248.2462268335,-358129.3136371227,-286973.00024941954,-358228.2134099621,47.501173907139616,-1.2988204804177812
ala-ala,180.0,-180.0,,-357312.24989556643,-357317.3180516034,-358258.54967480147,-358231.0520308941,-2308.969482421875,-285148.59612076863,-358239.408769083,-358125.63064954424,-286973.00024941954,-358239.05913070875,37.916827718195044,-9.535200769577218
ala-ala,180.0,-20.0,,-357311.0162404858,-357315.8177661552,-358256.3799195892,-358231.7290328472,-2309.557861328125,-285146.74131668074,-358234.9450076229,-358122.0186384684,-286973.00024941954,-358236.2263207117,33.692934077253824,-13.168926241764796
ala-ala,180.0,-40.0,,-357308.6905378284,-357313.9846424687,-358254.7697054635,-358230.1829055278,-2305.480712890625,-285148.2278551957,-358251.3679873452,-358124.731377153,-286973.00024941954,-358237.5391816222,43.38730374247241,-10.174564741186122
ala-ala,180.0,-60.0,,-357308.6259739194,-357313.92172877665,-358254.7631787309,-358226.62080225634,-2306.906982421875,-285147.6397708155,-358246.52840577555,-358129.11579111643,-286973.0002494194,-358225.66208400903,45.219803566267224,-1.2974483613186079
ala-ala,180.0,-80.0,,-357313.3379438861,-357318.5441225118,-358259.8316634722,-358232.9834884136,-2311.108154296875,-285148.51525585086,-358234.93214117014,-358117.46325637546,-286973.00024941954,-358241.5966247573,35.39864592228963,-15.37548818144171
ala-ala,180.0,0.0,,-357315.8556672196,-357320.71513916826,-358261.6310032333,-358235.4475539653,-2310.649169921875,-285149.0583352583,-358237.214290832,-358116.8939802312,-286973.0002494195,-358244.8099722524,33.040511386453545,-19.818390479677067
ala-ala,180.0,100.0,,-357316.4494161039,-357321.9277618787,-358262.8741026766,-358235.69436487847,-2312.372314453125,-285149.74573238724,-358234.4728387273,-358120.2345988625,-286973.00024941954,-358242.28284336574,29.894510558805013,-17.827860192168213
ala-ala,180.0,120.0,,-357313.83052846,-357317.42481649324,-358258.77581954043,-358233.1754592388,-2309.15576171875,-285147.9592268318,-358239.8779457803,-358121.06534681347,-286973.0002494194,-358240.83994572336,35.23307619793047,-19.402076281476425
ala-ala,180.0,140.0,,-357313.3496975718,-357318.57446955517,-358259.9089556953,-358234.47924647026,-2310.781982421875,-285148.5152558509,-358235.18318660953,-358119.45719356847,-286973.0002494195,-358242.48840271524,35.58760043976953,-14.66949385720077
ala-ala,180.0,160.0,,-357308.38300808816,-357313.6969517524,-358254.3715093209,-358227.0317672222,-2306.993408203125,-285147.6397708156,-358246.9188876569,-358128.2277723281,-286973.00024941954,-358226.28638982604,45.633662154949654,-0.7561479817664676
ala-ala,180.0,180.0,,-357308.96751299285,-357314.1720499162,-358254.80275055376,-358229.7255538433,-2305.326904296875,-285148.3503346717,-358249.21180923283,-358123.37426693,-286973.0002494194,-358237.96430170536,42.34032839947242,-11.374654059483605
ala-ala,180.0,20.0,,-357312.9647737544,-357317.2753195346,-358258.25593443227,-358234.1350081889,-2309.974853515625,-285147.3220769839,-358238.83935374185,-358117.5024641163,-286973.0002494195,-358240.66927938,35.28875827703153,-18.076045332659227
ala-ala,180.0,40.0,,-357311.74944390904,-357316.81974084274,-358258.10039622313,-358229.5313399761,-2308.353271484375,-285149.0545144222,-358240.25496276905,-358126.83143209317,-286973.0002494195,-358238.03023643215,38.83648666988662,-8.231273085040629
ala-ala,180.0,60.0,,-357307.32919441204,-357312.8089043791,-358253.3135614996,-358226.0056746929,-2304.856689453125,-285147.5528117391,-358249.42126311536,-358131.5657049545,-286973.00024941954,-358227.95130273973,47.8408466809412,-2.0970078969950383
ala-ala,180.0,80.0,,-357308.7252606442,-357314.0372321973,-358254.0890457991,-358229.11166224175,-2306.967041015625,-285148.71987219364,-358236.98478922056,-358114.4881827606,-286973.00024941954,-358236.66937878996,38.729965819186944,-13.3950350775215
ala-ala,20.0,-100.0,,-357306.3271520287,-357313.5263032591,-358254.05120384094,-358231.3457473247,-2305.5986328125,-285146.8954284509,-358253.67796445143,-358123.8885899202,-286973.00024941954,-358214.71633617644,45.94826915685381,7.482094330632847
ala-ala,20.0,-120.0,,-357312.47344090417,-357319.72367496556,-358259.6742551392,-358235.311872813,-2314.247802734375,-285148.0129856716,-358255.2808850937,-358112.174043427,-286973.0002494195,-358209.3680563466,35.14479509232323,5.278634657251615
ala-ala,20.0,-140.0,,-357316.98550433543,-357322.19136334694,-358262.3788471007,-358232.2483199565,-2317.91796875,-285146.33821959485,-358253.9218286148,-358124.81693347724,-286973.00024941954,-358238.3606931788,32.986816073340094,10.946948708492656
ala-ala,20.0,-160.0,,-357309.8024314848,-357313.8113920007,-358254.6761057597,-358228.1535171001,-2305.491455078125,-285147.8253685761,-358265.8041473801,-358134.9559396668,-286973.0002494194,-358196.98381618265,44.46782741234875,14.949399204166456
ala-ala,20.0,-180.0,,-357310.74088004505,-357315.75436750724,-358256.5050682841,-358230.40725550347,-2305.08447265625,-285147.01534718927,-358255.7383922175,-358116.30816286505,-286973.00024941954,-358205.3021380435,42.12032058901718,13.200339739684134
ala-ala,20.0,-20.0,,-357309.2808569897,-357315.61627633654,-358254.6086877912,-358240.56042322796,-2320.325439453125,-285147.185381027,-358261.8538471525,-358125.2356205644,-286973.00024941954,-358207.14431065554,38.774753494528056,12.39937391136668
ala-ala,20.0,-40.0,,-357316.2395833994,-357321.1237517538,-358261.88844449655,-358232.8285964458,-2312.283203125,-285147.5456507957,-358246.675921153,-358124.3932722583,-286973.00024941954,-358209.94921255985,34.94499436704913,7.077919227394973
ala-ala,20.0,-60.0,,-357309.51678813365,-357313.7217497819,-358254.7815901012,-358227.24038538616,-2305.292724609375,-285147.1404976623,-358257.7452596335,-358118.5523325032,-286973.00024941954,-358201.21290981374,45.13912155418582,16.997426007588736
ala-ala,20.0,-80.0,,-357307.8099752313,-357314.34347247373,-358254.77890647337,-358230.0156386821,-2304.152587890625,-285146.3502735937,-358251.316521534,-358115.9503637027,-286973.00024941954,-358207.84781037783,44.25977792926573,14.023516478857474
